2025-05-14 12:51:51,188 - INFO - Received reading: Sensor ID=4Inlet Temp Sensor, Type=temperature, Value=25.23, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-42.0, SNR=8.5
2025-05-14 13:00:45,703 - INFO - Received reading: Sensor ID=TestSensor_140, Type=temperature, Value=22.21, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-69.0, SNR=14.41
2025-05-14 13:00:47,490 - INFO - Received reading: Sensor ID=TestSensor_141, Type=temperature, Value=23.1, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-69.0, SNR=9.79
2025-05-14 13:00:48,549 - INFO - Received reading: Sensor ID=TestSensor_142, Type=temperature, Value=29.71, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-43.0, SNR=5.12
2025-05-14 13:00:49,975 - INFO - Received reading: Sensor ID=TestSensor_143, Type=temperature, Value=21.39, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-76.0, SNR=6.7
2025-05-14 13:00:50,596 - INFO - Received reading: Sensor ID=TestSensor_144, Type=temperature, Value=20.62, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-53.0, SNR=6.73
2025-05-14 13:00:51,158 - INFO - Received reading: Sensor ID=TestSensor_145, Type=temperature, Value=22.7, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-59.0, SNR=10.12
2025-05-14 13:00:51,759 - INFO - Received reading: Sensor ID=TestSensor_146, Type=temperature, Value=21.93, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-77.0, SNR=6.53
2025-05-14 13:00:55,273 - INFO - Received reading: Sensor ID=TestSensor_147, Type=temperature, Value=24.28, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-61.0, SNR=5.53
2025-05-14 13:00:55,897 - INFO - Received reading: Sensor ID=TestSensor_148, Type=temperature, Value=25.46, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-77.0, SNR=6.6
2025-05-14 13:00:56,537 - INFO - Received reading: Sensor ID=TestSensor_149, Type=temperature, Value=29.33, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-40.0, SNR=7.74
2025-05-14 13:00:59,779 - INFO - Received reading: Sensor ID=TestSensor_150, Type=temperature, Value=21.37, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-62.0, SNR=12.01
2025-05-14 13:01:02,772 - INFO - Received reading: Sensor ID=TestSensor_151, Type=temperature, Value=21.18, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-56.0, SNR=9.12
2025-05-14 13:01:03,364 - INFO - Received reading: Sensor ID=TestSensor_152, Type=temperature, Value=22.32, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-61.0, SNR=11.12
2025-05-14 13:01:06,333 - INFO - Received reading: Sensor ID=TestSensor_153, Type=temperature, Value=20.91, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-57.0, SNR=12.95
2025-05-14 13:01:06,942 - INFO - Received reading: Sensor ID=TestSensor_154, Type=temperature, Value=22.79, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-57.0, SNR=6.55
2025-05-14 13:01:07,517 - INFO - Received reading: Sensor ID=TestSensor_155, Type=temperature, Value=22.47, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-67.0, SNR=14.08
2025-05-14 13:01:08,137 - INFO - Received reading: Sensor ID=TestSensor_156, Type=temperature, Value=27.91, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-55.0, SNR=11.14
2025-05-14 13:01:08,722 - INFO - Received reading: Sensor ID=TestSensor_157, Type=temperature, Value=20.09, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-34.0, SNR=12.48
2025-05-14 13:01:09,354 - INFO - Received reading: Sensor ID=TestSensor_158, Type=temperature, Value=21.61, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-79.0, SNR=6.09
2025-05-14 13:01:10,001 - INFO - Received reading: Sensor ID=TestSensor_159, Type=temperature, Value=21.18, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-39.0, SNR=5.7
2025-05-14 13:01:12,106 - INFO - Received reading: Sensor ID=TestSensor_160, Type=temperature, Value=27.14, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-56.0, SNR=5.3
2025-05-14 13:01:12,686 - INFO - Received reading: Sensor ID=TestSensor_161, Type=temperature, Value=24.43, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-69.0, SNR=12.59
2025-05-14 13:01:13,592 - INFO - Received reading: Sensor ID=TestSensor_162, Type=temperature, Value=20.67, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-74.0, SNR=7.57
2025-05-14 13:01:16,880 - INFO - Received reading: Sensor ID=TestSensor_163, Type=temperature, Value=26.34, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-58.0, SNR=7.56
2025-05-14 13:01:17,433 - INFO - Received reading: Sensor ID=TestSensor_164, Type=temperature, Value=28.25, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-56.0, SNR=6.89
2025-05-14 13:01:18,023 - INFO - Received reading: Sensor ID=TestSensor_165, Type=temperature, Value=23.57, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-78.0, SNR=10.65
2025-05-14 13:01:18,622 - INFO - Received reading: Sensor ID=TestSensor_166, Type=temperature, Value=27.57, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-68.0, SNR=7.62
2025-05-14 13:01:19,320 - INFO - Received reading: Sensor ID=TestSensor_167, Type=temperature, Value=28.33, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-69.0, SNR=14.08
2025-05-14 13:01:19,989 - INFO - Received reading: Sensor ID=TestSensor_168, Type=temperature, Value=23.91, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-67.0, SNR=12.72
2025-05-14 13:02:16,866 - INFO - Received reading: Sensor ID=TestSensor_0, Type=temperature, Value=23.98, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-52.0, SNR=7.74
2025-05-14 13:02:19,253 - INFO - Received reading: Sensor ID=TestSensor_1, Type=temperature, Value=29.95, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-39.0, SNR=12.98
2025-05-14 13:02:22,009 - INFO - Received reading: Sensor ID=TestSensor_2, Type=temperature, Value=20.32, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-47.0, SNR=7.25
2025-05-14 13:02:22,598 - INFO - Received reading: Sensor ID=TestSensor_3, Type=temperature, Value=21.93, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-80.0, SNR=13.35
2025-05-14 13:02:24,623 - INFO - Received reading: Sensor ID=TestSensor_4, Type=temperature, Value=20.94, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-75.0, SNR=12.47
2025-05-14 13:02:25,176 - INFO - Received reading: Sensor ID=TestSensor_5, Type=temperature, Value=27.28, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-68.0, SNR=7.15
2025-05-14 13:02:26,801 - INFO - Received reading: Sensor ID=TestSensor_6, Type=temperature, Value=26.88, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-63.0, SNR=5.65
2025-05-14 13:02:27,598 - INFO - Received reading: Sensor ID=TestSensor_7, Type=temperature, Value=20.79, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-77.0, SNR=8.71
2025-05-14 13:02:28,338 - INFO - Received reading: Sensor ID=TestSensor_8, Type=temperature, Value=28.25, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-49.0, SNR=6.23
2025-05-14 13:02:28,955 - INFO - Received reading: Sensor ID=TestSensor_9, Type=temperature, Value=28.09, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-39.0, SNR=10.35
2025-05-14 13:02:29,561 - INFO - Received reading: Sensor ID=TestSensor_10, Type=temperature, Value=26.34, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-45.0, SNR=11.74
2025-05-14 13:02:30,149 - INFO - Received reading: Sensor ID=TestSensor_11, Type=temperature, Value=24.97, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-37.0, SNR=6.39
2025-05-14 13:02:30,819 - INFO - Received reading: Sensor ID=TestSensor_12, Type=temperature, Value=26.37, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-68.0, SNR=10.31
2025-05-14 13:02:32,565 - INFO - Received reading: Sensor ID=TestSensor_13, Type=temperature, Value=23.75, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-79.0, SNR=11.67
2025-05-14 13:02:34,853 - INFO - Received reading: Sensor ID=TestSensor_14, Type=temperature, Value=24.79, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-45.0, SNR=14.61
2025-05-14 13:02:36,310 - INFO - Received reading: Sensor ID=TestSensor_15, Type=temperature, Value=27.26, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-37.0, SNR=9.74
2025-05-14 13:02:37,721 - INFO - Received reading: Sensor ID=TestSensor_16, Type=temperature, Value=27.32, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-48.0, SNR=14.9
2025-05-14 13:02:38,378 - INFO - Received reading: Sensor ID=TestSensor_17, Type=temperature, Value=27.06, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-63.0, SNR=14.31
2025-05-14 13:02:38,956 - INFO - Received reading: Sensor ID=TestSensor_18, Type=temperature, Value=24.06, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-30.0, SNR=12.64
2025-05-14 13:02:39,540 - INFO - Received reading: Sensor ID=TestSensor_19, Type=temperature, Value=24.71, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-47.0, SNR=6.85
2025-05-14 13:02:42,182 - INFO - Received reading: Sensor ID=TestSensor_20, Type=temperature, Value=20.23, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-69.0, SNR=9.98
2025-05-14 13:02:43,717 - INFO - Received reading: Sensor ID=TestSensor_21, Type=temperature, Value=28.9, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-32.0, SNR=8.99
2025-05-14 13:02:44,299 - INFO - Received reading: Sensor ID=TestSensor_22, Type=temperature, Value=23.18, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-65.0, SNR=7.67
2025-05-14 13:02:44,879 - INFO - Received reading: Sensor ID=TestSensor_23, Type=temperature, Value=28.94, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-30.0, SNR=6.85
2025-05-14 13:02:45,441 - INFO - Received reading: Sensor ID=TestSensor_24, Type=temperature, Value=29.93, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-47.0, SNR=5.27
2025-05-14 13:02:46,888 - INFO - Received reading: Sensor ID=TestSensor_25, Type=temperature, Value=25.01, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-77.0, SNR=14.11
2025-05-14 13:02:47,463 - INFO - Received reading: Sensor ID=TestSensor_26, Type=temperature, Value=23.69, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-69.0, SNR=9.83
2025-05-14 13:02:48,021 - INFO - Received reading: Sensor ID=TestSensor_27, Type=temperature, Value=23.09, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-30.0, SNR=6.42
2025-05-14 13:02:48,603 - INFO - Received reading: Sensor ID=TestSensor_28, Type=temperature, Value=22.38, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-73.0, SNR=12.6
2025-05-14 13:02:49,841 - INFO - Received reading: Sensor ID=TestSensor_29, Type=temperature, Value=29.99, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-68.0, SNR=6.49
2025-05-14 13:02:50,396 - INFO - Received reading: Sensor ID=TestSensor_30, Type=temperature, Value=29.41, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-60.0, SNR=8.88
2025-05-14 13:02:51,843 - INFO - Received reading: Sensor ID=TestSensor_31, Type=temperature, Value=27.39, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-71.0, SNR=8.79
2025-05-14 13:02:52,450 - INFO - Received reading: Sensor ID=TestSensor_32, Type=temperature, Value=20.06, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-80.0, SNR=10.66
2025-05-14 13:02:53,071 - INFO - Received reading: Sensor ID=TestSensor_33, Type=temperature, Value=27.34, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-44.0, SNR=11.98
2025-05-14 13:02:53,727 - INFO - Received reading: Sensor ID=TestSensor_34, Type=temperature, Value=24.46, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-77.0, SNR=9.17
2025-05-14 13:02:54,342 - INFO - Received reading: Sensor ID=TestSensor_35, Type=temperature, Value=29.82, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-55.0, SNR=10.82
2025-05-14 13:02:54,919 - INFO - Received reading: Sensor ID=TestSensor_36, Type=temperature, Value=21.49, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-41.0, SNR=13.1
2025-05-14 13:02:56,686 - INFO - Received reading: Sensor ID=TestSensor_37, Type=temperature, Value=21.72, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-73.0, SNR=9.91
2025-05-14 13:02:58,120 - INFO - Received reading: Sensor ID=TestSensor_38, Type=temperature, Value=20.24, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-63.0, SNR=10.82
2025-05-14 13:02:58,697 - INFO - Received reading: Sensor ID=TestSensor_39, Type=temperature, Value=26.26, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-63.0, SNR=10.93
2025-05-14 13:02:59,640 - INFO - Received reading: Sensor ID=TestSensor_40, Type=temperature, Value=27.72, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-52.0, SNR=5.83
2025-05-14 13:03:00,198 - INFO - Received reading: Sensor ID=TestSensor_41, Type=temperature, Value=26.7, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-73.0, SNR=11.58
2025-05-14 13:03:01,022 - INFO - Received reading: Sensor ID=TestSensor_42, Type=temperature, Value=23.31, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-49.0, SNR=9.16
2025-05-14 13:03:01,615 - INFO - Received reading: Sensor ID=TestSensor_43, Type=temperature, Value=24.59, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-33.0, SNR=7.8
2025-05-14 13:03:03,678 - INFO - Received reading: Sensor ID=TestSensor_44, Type=temperature, Value=20.05, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-56.0, SNR=14.14
2025-05-14 13:03:06,349 - INFO - Received reading: Sensor ID=TestSensor_45, Type=temperature, Value=27.55, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-79.0, SNR=14.26
2025-05-14 13:03:08,494 - INFO - Received reading: Sensor ID=TestSensor_46, Type=temperature, Value=29.32, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-71.0, SNR=6.18
2025-05-14 13:03:09,188 - INFO - Received reading: Sensor ID=TestSensor_47, Type=temperature, Value=21.7, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-78.0, SNR=14.17
2025-05-14 13:03:09,759 - INFO - Received reading: Sensor ID=TestSensor_48, Type=temperature, Value=28.55, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-30.0, SNR=9.45
2025-05-14 13:03:10,344 - INFO - Received reading: Sensor ID=TestSensor_49, Type=temperature, Value=21.42, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-45.0, SNR=12.68
2025-05-14 13:03:10,960 - INFO - Received reading: Sensor ID=TestSensor_50, Type=temperature, Value=25.98, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-45.0, SNR=14.27
2025-05-14 13:03:11,754 - INFO - Received reading: Sensor ID=TestSensor_51, Type=temperature, Value=29.01, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-43.0, SNR=14.4
2025-05-14 13:03:13,517 - INFO - Received reading: Sensor ID=TestSensor_52, Type=temperature, Value=24.39, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-68.0, SNR=8.45
2025-05-14 13:03:15,156 - INFO - Received reading: Sensor ID=TestSensor_53, Type=temperature, Value=21.49, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-58.0, SNR=9.41
2025-05-14 13:03:15,719 - INFO - Received reading: Sensor ID=TestSensor_54, Type=temperature, Value=29.01, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-45.0, SNR=12.56
2025-05-14 13:03:16,302 - INFO - Received reading: Sensor ID=TestSensor_55, Type=temperature, Value=21.85, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-59.0, SNR=8.52
2025-05-14 13:03:16,839 - INFO - Received reading: Sensor ID=TestSensor_56, Type=temperature, Value=22.6, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-55.0, SNR=10.61
2025-05-14 13:03:17,411 - INFO - Received reading: Sensor ID=TestSensor_57, Type=temperature, Value=22.37, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-56.0, SNR=10.57
2025-05-14 13:03:19,256 - INFO - Received reading: Sensor ID=TestSensor_58, Type=temperature, Value=27.45, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-78.0, SNR=11.13
2025-05-14 13:03:21,468 - INFO - Received reading: Sensor ID=TestSensor_59, Type=temperature, Value=26.74, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-44.0, SNR=9.25
2025-05-14 13:03:24,038 - INFO - Received reading: Sensor ID=TestSensor_60, Type=temperature, Value=22.53, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-77.0, SNR=8.71
2025-05-14 13:03:24,632 - INFO - Received reading: Sensor ID=TestSensor_61, Type=temperature, Value=20.89, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-62.0, SNR=8.5
2025-05-14 13:03:25,266 - INFO - Received reading: Sensor ID=TestSensor_62, Type=temperature, Value=22.41, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-48.0, SNR=11.78
2025-05-14 13:03:25,820 - INFO - Received reading: Sensor ID=TestSensor_63, Type=temperature, Value=27.7, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-52.0, SNR=7.0
2025-05-14 13:03:26,679 - INFO - Received reading: Sensor ID=TestSensor_64, Type=temperature, Value=25.08, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-66.0, SNR=9.68
2025-05-14 13:03:27,328 - INFO - Received reading: Sensor ID=TestSensor_65, Type=temperature, Value=26.91, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-58.0, SNR=5.18
2025-05-14 13:03:27,858 - INFO - Received reading: Sensor ID=TestSensor_66, Type=temperature, Value=23.73, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-62.0, SNR=10.62
2025-05-14 13:03:28,756 - INFO - Received reading: Sensor ID=TestSensor_67, Type=temperature, Value=24.95, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-71.0, SNR=8.01
2025-05-14 13:03:29,345 - INFO - Received reading: Sensor ID=TestSensor_68, Type=temperature, Value=27.07, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-45.0, SNR=11.15
2025-05-14 13:03:30,269 - INFO - Received reading: Sensor ID=TestSensor_69, Type=temperature, Value=20.75, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-44.0, SNR=13.07
2025-05-14 13:03:30,905 - INFO - Received reading: Sensor ID=TestSensor_70, Type=temperature, Value=21.92, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-57.0, SNR=8.07
2025-05-14 13:03:31,551 - INFO - Received reading: Sensor ID=TestSensor_71, Type=temperature, Value=25.91, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-32.0, SNR=5.61
2025-05-14 13:03:32,177 - INFO - Received reading: Sensor ID=TestSensor_72, Type=temperature, Value=23.98, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-49.0, SNR=11.62
2025-05-14 13:03:32,872 - INFO - Received reading: Sensor ID=TestSensor_73, Type=temperature, Value=27.06, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-73.0, SNR=10.71
2025-05-14 13:03:33,443 - INFO - Received reading: Sensor ID=TestSensor_74, Type=temperature, Value=28.12, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-45.0, SNR=11.2
2025-05-14 13:03:34,039 - INFO - Received reading: Sensor ID=TestSensor_75, Type=temperature, Value=27.62, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-80.0, SNR=14.61
2025-05-14 13:03:34,761 - INFO - Received reading: Sensor ID=TestSensor_76, Type=temperature, Value=30.0, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-78.0, SNR=6.56
2025-05-14 13:03:35,955 - INFO - Received reading: Sensor ID=TestSensor_77, Type=temperature, Value=24.59, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-45.0, SNR=14.77
2025-05-14 13:03:36,825 - INFO - Received reading: Sensor ID=TestSensor_78, Type=temperature, Value=23.56, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-60.0, SNR=9.77
2025-05-14 13:03:37,507 - INFO - Received reading: Sensor ID=TestSensor_79, Type=temperature, Value=24.71, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-36.0, SNR=9.01
2025-05-14 13:03:38,081 - INFO - Received reading: Sensor ID=TestSensor_80, Type=temperature, Value=27.08, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-48.0, SNR=6.49
2025-05-14 13:03:38,654 - INFO - Received reading: Sensor ID=TestSensor_81, Type=temperature, Value=21.74, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-63.0, SNR=8.16
2025-05-14 13:03:39,391 - INFO - Received reading: Sensor ID=TestSensor_82, Type=temperature, Value=25.27, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-34.0, SNR=9.55
2025-05-14 13:03:40,030 - INFO - Received reading: Sensor ID=TestSensor_83, Type=temperature, Value=27.87, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-37.0, SNR=7.07
2025-05-14 13:03:40,843 - INFO - Received reading: Sensor ID=TestSensor_84, Type=temperature, Value=23.37, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-53.0, SNR=8.39
2025-05-14 13:03:41,560 - INFO - Received reading: Sensor ID=TestSensor_85, Type=temperature, Value=24.64, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-57.0, SNR=8.82
2025-05-14 13:03:42,119 - INFO - Received reading: Sensor ID=TestSensor_86, Type=temperature, Value=26.41, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-71.0, SNR=5.45
2025-05-14 13:03:42,728 - INFO - Received reading: Sensor ID=TestSensor_87, Type=temperature, Value=20.45, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-60.0, SNR=11.34
2025-05-14 13:03:43,429 - INFO - Received reading: Sensor ID=TestSensor_88, Type=temperature, Value=27.82, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-47.0, SNR=13.83
2025-05-14 13:03:44,041 - INFO - Received reading: Sensor ID=TestSensor_89, Type=temperature, Value=21.3, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-39.0, SNR=7.22
2025-05-14 13:03:44,825 - INFO - Received reading: Sensor ID=TestSensor_90, Type=temperature, Value=23.66, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-48.0, SNR=5.55
2025-05-14 13:03:45,382 - INFO - Received reading: Sensor ID=TestSensor_91, Type=temperature, Value=26.48, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-80.0, SNR=8.3
2025-05-14 13:03:46,248 - INFO - Received reading: Sensor ID=TestSensor_92, Type=temperature, Value=21.75, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-68.0, SNR=8.57
2025-05-14 13:03:47,239 - INFO - Received reading: Sensor ID=TestSensor_93, Type=temperature, Value=20.3, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-31.0, SNR=10.29
2025-05-14 13:03:47,821 - INFO - Received reading: Sensor ID=TestSensor_94, Type=temperature, Value=29.85, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-54.0, SNR=6.33
2025-05-14 13:03:48,403 - INFO - Received reading: Sensor ID=TestSensor_95, Type=temperature, Value=27.33, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-46.0, SNR=5.66
2025-05-14 13:03:48,979 - INFO - Received reading: Sensor ID=TestSensor_96, Type=temperature, Value=20.19, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-80.0, SNR=8.3
2025-05-14 13:03:49,601 - INFO - Received reading: Sensor ID=TestSensor_97, Type=temperature, Value=20.92, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-32.0, SNR=10.83
2025-05-14 13:03:50,139 - INFO - Received reading: Sensor ID=TestSensor_98, Type=temperature, Value=22.89, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-36.0, SNR=8.27
2025-05-14 13:03:50,743 - INFO - Received reading: Sensor ID=TestSensor_99, Type=temperature, Value=27.34, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-37.0, SNR=8.12
2025-05-14 13:03:51,545 - INFO - Received reading: Sensor ID=TestSensor_100, Type=temperature, Value=23.63, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-41.0, SNR=6.01
2025-05-14 13:03:52,282 - INFO - Received reading: Sensor ID=TestSensor_101, Type=temperature, Value=26.82, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-67.0, SNR=7.62
2025-05-14 13:03:52,865 - INFO - Received reading: Sensor ID=TestSensor_102, Type=temperature, Value=28.87, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-42.0, SNR=14.87
2025-05-14 13:03:54,683 - INFO - Received reading: Sensor ID=TestSensor_103, Type=temperature, Value=27.13, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-77.0, SNR=9.51
2025-05-14 13:03:55,289 - INFO - Received reading: Sensor ID=TestSensor_104, Type=temperature, Value=27.05, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-66.0, SNR=13.36
2025-05-14 13:03:55,912 - INFO - Received reading: Sensor ID=TestSensor_105, Type=temperature, Value=27.3, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-40.0, SNR=9.51
2025-05-14 13:03:56,520 - INFO - Received reading: Sensor ID=TestSensor_106, Type=temperature, Value=27.06, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-64.0, SNR=13.88
2025-05-14 13:03:57,203 - INFO - Received reading: Sensor ID=TestSensor_107, Type=temperature, Value=26.13, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-43.0, SNR=6.35
2025-05-14 13:03:57,801 - INFO - Received reading: Sensor ID=TestSensor_108, Type=temperature, Value=26.52, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-41.0, SNR=9.42
2025-05-14 13:03:58,641 - INFO - Received reading: Sensor ID=TestSensor_109, Type=temperature, Value=25.63, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-58.0, SNR=7.49
2025-05-14 13:03:59,924 - INFO - Received reading: Sensor ID=TestSensor_110, Type=temperature, Value=28.42, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-45.0, SNR=6.01
2025-05-14 13:04:00,756 - INFO - Received reading: Sensor ID=TestSensor_111, Type=temperature, Value=21.15, Timestamp=2025-05-07 17:05:38.469082+00:00, RSSI=-73.0, SNR=7.48
